task_id,ai_treatment,initial_implementation_time,treatment_label
217,1.0,73.81228699300102,AI Enabled
218,1.0,5.0,AI Enabled
219,1.0,242.6323020828463,AI Enabled
220,1.0,155.38807244694937,AI Enabled
221,0.0,128.85348654082281,AI Disabled
222,1.0,160.41006972257892,AI Enabled
223,1.0,184.13335042371716,AI Enabled
224,0.0,158.00052150414442,AI Disabled
225,0.0,57.615278440524364,AI Disabled
226,1.0,7.84299262664814,AI Enabled
227,1.0,52.53916849468227,AI Enabled
228,1.0,115.07052934833304,AI Enabled
229,0.0,5.0,AI Disabled
230,0.0,158.56355299762993,AI Disabled
231,1.0,5.0,AI Enabled
232,0.0,125.94559954974847,AI Disabled
233,1.0,105.49047844196865,AI Enabled
234,0.0,107.11051947897921,AI Disabled
235,1.0,81.790260179369,AI Enabled
236,1.0,135.54210527565903,AI Enabled
237,1.0,81.79355311880619,AI Enabled
238,1.0,75.2178706274449,AI Enabled
239,0.0,36.165820118321655,AI Disabled
240,1.0,237.6147366655648,AI Enabled
241,0.0,112.01456502581844,AI Disabled
242,0.0,102.56981175794152,AI Disabled
243,0.0,37.46629271808235,AI Disabled
244,0.0,75.90909998464154,AI Disabled
245,1.0,41.59612180151184,AI Enabled
246,0.0,60.530188275032565,AI Disabled
